Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,cid
Toyota,,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,2408
Mercedes-Benz,50250.0,sedan,0,2.2,Diesel,yes,2015,E-Class,2409
Volkswagen,8900.0,van,100,1.4,Gas,yes,2009,Caddy,2410
Mercedes-Benz,5500.0,other,220,2.2,Diesel,yes,2002,Vito,2411
BMW,45500.0,sedan,42,2.0,Diesel,yes,2014,520,2412
Renault,10499.0,other,146,2.0,Diesel,yes,2012,Trafic,2413
Mercedes-Benz,99999.0,crossover,0,2.99,Diesel,yes,2016,GLE-Class,2414
Renault,9100.0,van,166,2.0,Diesel,yes,2012,Trafic,2415
Mercedes-Benz,24500.0,sedan,180,3.2,Diesel,yes,2008,S 320,2416
BMW,63500.0,crossover,1,2.0,Diesel,yes,2016,X5,2417
BMW,3600.0,sedan,221,3.0,Diesel,no,2002,530,2418
Renault,12900.0,crossover,89,2.5,Petrol,yes,2010,Koleos,2419
Renault,6400.0,sedan,51,1.6,Petrol,yes,2011,Logan,2420
BMW,8800.0,sedan,287,3.0,Petrol,yes,2001,530,2421
Renault,7199.0,sedan,104,1.5,Diesel,yes,2010,Symbol,2422
Renault,3300.0,van,250,1.5,Diesel,yes,2005,Kangoo,2423
Audi,2400.0,sedan,305,2.3,Gas,yes,1989,100,2424
Volkswagen,8400.0,hatch,60,1.39,Petrol,yes,2007,Polo,2425
Toyota,,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,2426
Mitsubishi,7600.0,sedan,180,2.0,Gas,yes,2008,Lancer X,2427
Renault,3800.0,van,196,1.9,Diesel,yes,1998,Kangoo,2428
Mercedes-Benz,13100.0,sedan,160,3.7,Petrol,yes,2003,S 350,2429
Toyota,21950.0,crossover,141,2.7,Gas,yes,2010,Venza,2430
Renault,8800.0,van,205,1.9,Diesel,yes,2006,Trafic,2431
Toyota,10500.0,hatch,17,1.0,Petrol,yes,2016,Yaris,2432
Mitsubishi,24000.0,crossover,20,2.5,Diesel,yes,2013,Pajero Sport,2433
Toyota,11800.0,sedan,189,2.4,Gas,yes,2007,Camry,2434
Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,E-Class,2435
Toyota,11600.0,hatch,24,1.6,Petrol,yes,2009,Auris,2436
Mercedes-Benz,22000.0,crossover,225,3.5,Gas,yes,2007,ML 350,2437
Mercedes-Benz,15800.0,sedan,231,3.5,Gas,yes,2005,E-Class,2438
Mercedes-Benz,13500.0,van,97,2.2,Diesel,yes,2013,Vito,2439
Mitsubishi,16500.0,crossover,150,3.5,Gas,yes,2008,Outlander XL,2440
Mercedes-Benz,25000.0,van,156,,Other,yes,2012,Viano,2441
Volkswagen,40000.0,other,170,2.0,Diesel,yes,2011,Multivan,2442
Mitsubishi,9500.0,crossover,150,2.0,Gas,yes,2007,Outlander,2443
Renault,6300.0,van,149,1.5,Other,yes,2011,Kangoo,2444
BMW,4999.0,sedan,256,2.5,Diesel,no,2001,525,2445
Toyota,14990.0,crossover,280,4.2,Diesel,yes,2000,Land Cruiser 100,2446
Audi,16400.0,vagon,152,2.0,Diesel,yes,2011,A4,2447
Mercedes-Benz,21300.0,crossover,190,6.3,Petrol,yes,2007,ML 63 AMG,2448
Audi,24996.0,sedan,98,3.2,Petrol,yes,2009,A5,2449
Volkswagen,22900.0,sedan,45,2.0,Petrol,yes,2013,Jetta,2450
Toyota,8300.0,hatch,136,1.6,Petrol,yes,2007,Corolla,2451
Audi,12900.0,vagon,255,2.5,Diesel,yes,2005,A6 Allroad,2452
Volkswagen,12199.0,vagon,149,2.0,Diesel,yes,2008,Passat B6,2453
Audi,9999.0,vagon,198,2.7,Petrol,yes,2003,A6 Allroad,2454
Mercedes-Benz,35500.0,crossover,99,5.0,Gas,yes,2005,G 63 AMG,2455
Mitsubishi,11500.0,crossover,170,3.0,Gas,yes,2005,Pajero Sport,2456
Mercedes-Benz,38500.0,sedan,134,3.0,Diesel,yes,2010,S 350,2457
Mercedes-Benz,5500.0,other,250,2.2,Diesel,yes,2002,Vito,2458
Volkswagen,9400.0,van,124,2.0,Gas,yes,2008,Caddy,2459
Volkswagen,8400.0,van,143,1.6,Diesel,yes,2011,Caddy,2460
Audi,2650.0,vagon,268,2.5,Diesel,no,2000,A6,2461
Toyota,12000.0,sedan,133,2.4,Gas,yes,2008,Camry,2462
Mercedes-Benz,7500.0,sedan,187,2.0,Gas,yes,2001,C-Class,2463
Volkswagen,25900.0,hatch,35,2.0,Diesel,yes,2015,Golf VII,2464
Volkswagen,7500.0,sedan,280,1.8,Other,yes,2005,Passat B5,2465
Mercedes-Benz,35000.0,other,147,6.0,Petrol,yes,2001,S 600,2466
Audi,6200.0,vagon,316,2.6,Gas,yes,1997,A6,2467
Volkswagen,1550.0,sedan,161,1.8,Petrol,no,1994,Vento,2468
Mercedes-Benz,6500.0,van,450,2.3,Diesel,yes,1996,Vito,2469
Volkswagen,8999.0,vagon,161,2.0,Diesel,yes,2008,Passat B6,2470
Mitsubishi,21000.0,crossover,29,2.0,Gas,yes,2014,ASX,2471
Mercedes-Benz,8800.0,other,575,2.2,Diesel,yes,2006,Sprinter 313,2472
Volkswagen,13500.0,hatch,48,1.4,Petrol,yes,2012,Polo,2473
Toyota,3300.0,van,345,2.4,Diesel,yes,1992,Hiace,2474
Mercedes-Benz,5990.0,sedan,400,2.0,Gas,yes,1998,E-Class,2475
Mercedes-Benz,14800.0,crossover,242,2.7,Diesel,yes,2005,ML 270,2476
Mercedes-Benz,,crossover,1,3.0,Diesel,yes,2016,GL 350,2477
Mercedes-Benz,47000.0,sedan,0,1.6,Petrol,yes,2016,C-Class,2478
Volkswagen,7990.0,sedan,180,1.8,Gas,yes,2005,Passat B5,2479
Volkswagen,8999.0,sedan,120,1.9,Diesel,yes,2007,Passat B6,2480
Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016,Jetta,2481
Audi,6500.0,vagon,421,2.5,Diesel,yes,1996,A6,2482
Toyota,14000.0,sedan,1,1.8,Petrol,yes,2008,Avensis,2483
Audi,23500.0,crossover,116,4.2,Petrol,yes,2008,Q7,2484
Renault,9500.0,sedan,89,1.6,Petrol,yes,2012,Fluence,2485
Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015,S 350,2486
Volkswagen,9000.0,van,181,1.6,Diesel,yes,2011,Caddy,2487
Mitsubishi,2300.0,sedan,523,1.8,Diesel,yes,1989,Lancer,2488
Volkswagen,10650.0,sedan,65,1.6,Petrol,yes,2013,Polo,2489
Audi,6399.0,vagon,230,2.5,Diesel,yes,1999,A6,2490
Mitsubishi,7500.0,sedan,140,1.5,Petrol,yes,2007,Lancer X,2491
Volkswagen,6450.0,van,220,,Other,yes,2004,Caddy,2492
Volkswagen,10200.0,van,105,1.6,Diesel,yes,2014,Caddy,2493
Mercedes-Benz,3300.0,sedan,200,2.7,Diesel,no,2000,E-Class,2494
Mercedes-Benz,8300.0,sedan,175,2.0,Petrol,yes,2001,E-Class,2495
Volkswagen,7400.0,van,168,1.9,Diesel,yes,2005,Caddy,2496
Toyota,28600.0,crossover,66,2.2,Diesel,yes,2013,Rav 4,2497
Audi,2800.0,sedan,230,2.8,Petrol,yes,1997,A8,2498
BMW,38000.0,crossover,223,3.0,Diesel,yes,2011,535,2499
Toyota,11000.0,hatch,74,1.4,Other,yes,2010,Prius,2500
Audi,11800.0,sedan,240,4.2,Gas,yes,2001,S8,2501
Renault,9500.0,van,275,2.0,Diesel,yes,2008,Trafic,2502
BMW,23700.0,crossover,117,2.0,Diesel,yes,2010,X1,2503
Mercedes-Benz,35000.0,other,135,5.5,Petrol,yes,2008,CL 550,2504
Volkswagen,11000.0,vagon,171,1.9,Diesel,yes,2009,Golf Variant,2505
BMW,25800.0,crossover,205,3.0,Diesel,yes,2008,X5,2506
Renault,13200.0,van,230,2.0,Diesel,yes,2009,Trafic,2507
Toyota,4650.0,hatch,170,1.0,Petrol,yes,2002,Yaris,2508
Mercedes-Benz,8300.0,van,337,2.2,Diesel,yes,2002,Vito,2509
Mitsubishi,18900.0,crossover,106,3.8,Gas,yes,2007,Pajero Wagon,2510
Mitsubishi,12750.0,sedan,59,2.4,Petrol,yes,2009,Galant,2511
Mercedes-Benz,3800.0,other,107,0.6,Petrol,yes,2000,Smart,2512
Volkswagen,11500.0,other,189,2.0,Diesel,yes,2011,Caddy,2513
Mercedes-Benz,4600.0,van,200,2.2,Diesel,yes,2000,Vito,2514
BMW,1550.0,sedan,300,,Gas,no,1994,316,2515
Renault,7899.0,van,129,1.5,Other,yes,2014,Kangoo,2516
Mercedes-Benz,70999.0,crossover,0,2.2,Diesel,yes,2016,GLE-Class,2517
Toyota,8800.0,sedan,300,2.4,Petrol,yes,2004,Camry,2518
Renault,8250.0,sedan,16,1.2,Petrol,yes,2014,Logan,2519
Toyota,21500.0,crossover,89,2.0,Petrol,yes,2012,Rav 4,2520
Toyota,195000.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,2521
Renault,2400.0,hatch,1,2.0,Petrol,no,2002,Laguna,2522
Volkswagen,12500.0,other,160,2.5,Other,yes,2006,T5 (Transporter),2523
Mercedes-Benz,2499.0,hatch,201,1.7,Diesel,no,2001,A 170,2524
BMW,14990.0,sedan,135,2.5,Petrol,yes,2005,525,2525
Audi,,sedan,166,3.0,Gas,yes,2005,A6,2526
Mitsubishi,8260.0,sedan,65,1.5,Petrol,yes,2011,Lancer,2527
BMW,6800.0,sedan,230,2.0,Petrol,yes,1998,520,2528
Mercedes-Benz,,crossover,131,5.0,Petrol,yes,2008,G 500,2529
Mitsubishi,1999.0,van,168,1.8,Petrol,no,2001,Space Star,2530
BMW,8500.0,other,265,2.8,Gas,yes,1998,328,2531
Toyota,24800.0,crossover,90,4.0,Petrol,yes,2008,FJ Cruiser,2532
Mitsubishi,11800.0,crossover,120,3.0,Petrol,yes,2008,Outlander XL,2533
Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,S 350,2534
Mercedes-Benz,9400.0,van,250,2.2,Diesel,yes,2005,Vito,2535
Volkswagen,14900.0,sedan,73,,Petrol,yes,2012,Jetta,2536
Volkswagen,,other,28,2.0,Diesel,yes,2015,Amarok,2537
Mercedes-Benz,14899.0,other,209,3.0,Diesel,yes,2006,E-Class,2538
Volkswagen,15500.0,sedan,178,2.0,Diesel,no,2013,Passat B7,2539
Renault,2200.0,van,290,2.2,Diesel,no,1999,Espace,2540
Volkswagen,8950.0,sedan,133,1.6,Petrol,yes,2012,Polo,2541
BMW,17800.0,vagon,159,3.0,Diesel,yes,2008,530,2542
Audi,85555.0,sedan,40,3.0,Diesel,yes,2015,A8,2543
Volkswagen,2000.0,sedan,300,1.3,Petrol,yes,1988,Jetta,2544
Mercedes-Benz,20500.0,sedan,56,5.0,Other,yes,2003,SL 500 (550),2545
Toyota,30990.0,crossover,68,2.7,Gas,yes,2012,Land Cruiser Prado,2546
Toyota,39900.0,crossover,11,4.0,Petrol,yes,2013,Tacoma,2547
BMW,21900.0,other,25,2.5,Petrol,yes,2007,325,2548
Mercedes-Benz,,sedan,16,3.0,Diesel,yes,2014,S 350,2549
Mercedes-Benz,185555.0,other,0,4.7,Petrol,yes,2016,S 500,2550
Toyota,12400.0,hatch,52,1.4,Other,yes,2012,Prius,2551
Mercedes-Benz,5000.0,other,200,2.0,Petrol,yes,1998,CLK 200,2552
Volkswagen,3200.0,sedan,367,2.0,Petrol,yes,1991,Passat B3,2553
BMW,6500.0,sedan,300,2.8,Gas,yes,1997,528,2554
Mercedes-Benz,13600.0,hatch,147,2.0,Diesel,yes,2008,B 200,2555
BMW,19990.0,other,164,,Gas,yes,2004,645,2556
Audi,23500.0,crossover,245,3.0,Diesel,yes,2007,Q7,2557
Audi,15499.0,sedan,177,2.0,Diesel,yes,2007,A6,2558
Mercedes-Benz,12950.0,sedan,197,2.7,Diesel,yes,2002,E-Class,2559
Volkswagen,1800.0,sedan,250,,Petrol,yes,1991,Jetta,2560
Toyota,23500.0,sedan,80,2.5,Gas,yes,2014,Camry,2561
BMW,,hatch,107,2.0,Petrol,yes,2006,118,2562
Renault,5950.0,hatch,200,1.5,Diesel,yes,2005,Megane,2563
Mitsubishi,2900.0,hatch,300,1.8,Petrol,yes,1989,Galant,2564
Mercedes-Benz,5000.0,van,400,2.2,Diesel,yes,1999,Vito,2565
Mercedes-Benz,1200.0,sedan,240,2.4,Petrol,no,1999,E-Class,2566
Volkswagen,6500.0,sedan,190,1.9,Diesel,yes,2006,Caddy,2567
Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,2568
BMW,104999.0,crossover,2,3.0,Diesel,yes,2016,X5,2569
Renault,4650.0,van,165,1.5,Diesel,yes,2003,Kangoo,2570
Mitsubishi,16000.0,crossover,59,,Petrol,yes,2012,ASX,2571
Audi,12500.0,sedan,165,2.4,Petrol,yes,2006,A6,2572
Volkswagen,10250.0,sedan,144,2.0,Diesel,yes,2008,Passat B6,2573
Audi,23500.0,other,83,2.0,Petrol,yes,2009,A5,2574
Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,T6 (Transporter),2575
Mercedes-Benz,8300.0,sedan,233,3.2,Diesel,yes,2001,320,2576
Mercedes-Benz,39900.0,sedan,84,5.5,Petrol,yes,2011,S 500,2577
Mercedes-Benz,5200.0,van,400,2.9,Diesel,yes,1999,Sprinter 210,2578
Audi,31500.0,sedan,140,2.0,Diesel,yes,2012,A6,2579
BMW,4800.0,sedan,11,2.5,Diesel,yes,1994,325,2580
Volkswagen,7700.0,other,290,,Diesel,yes,2000,T4 (Transporter),2581
Volkswagen,21550.0,crossover,58,1.4,Petrol,yes,2014,Tiguan,2582
Audi,42900.0,crossover,140,3.0,Diesel,yes,2013,Q7,2583
Audi,2600.0,sedan,160,2.5,Diesel,no,2002,A6,2584
Volkswagen,31310.0,van,0,2.0,Diesel,yes,2014,Touran,2585
Volkswagen,11800.0,van,230,1.9,Diesel,yes,2009,T5 (Transporter),2586
Mercedes-Benz,107000.0,van,0,2.2,Diesel,yes,2016,V 250,2587
Toyota,14800.0,crossover,150,,Gas,yes,2006,Land Cruiser Prado,2588
BMW,9800.0,sedan,264,3.0,Diesel,yes,2001,530,2589
Volkswagen,7950.0,van,144,2.0,Gas,yes,2012,Caddy,2590
Mercedes-Benz,9000.0,crossover,220,3.2,Gas,yes,1999,ML 320,2591
BMW,7400.0,sedan,279,3.5,Gas,yes,1998,735,2592
Toyota,24000.0,sedan,60,2.5,Gas,yes,2014,Camry,2593
Mercedes-Benz,4800.0,sedan,199,3.2,Diesel,yes,1999,E-Class,2594
Toyota,22000.0,crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado,2595
BMW,42500.0,crossover,29,3.0,Petrol,yes,2011,X3,2596
Toyota,17200.0,crossover,149,4.7,Petrol,yes,2008,Land Cruiser 200,2597
Renault,8100.0,crossover,90,1.9,Diesel,yes,2005,Kangoo,2598
Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012,Touareg,2599
Volkswagen,30000.0,sedan,67,2.0,Diesel,yes,2013,Passat B7,2600
Volkswagen,7700.0,van,247,1.9,Diesel,yes,2002,T4 (Transporter),2601
BMW,32500.0,sedan,148,3.0,Petrol,yes,2011,535,2602
BMW,18700.0,crossover,260,3.0,Diesel,yes,2006,X5,2603
Renault,8100.0,van,219,2.5,Diesel,yes,2010,Master,2604
Toyota,5050.0,hatch,138,1.0,Petrol,yes,2001,Yaris,2605
Mercedes-Benz,11800.0,van,165,2.2,Diesel,yes,2012,Vito,2606
Mercedes-Benz,68700.0,crossover,980,3.0,Diesel,yes,2013,GL 350,2607
Audi,2000.0,sedan,360,1.6,Other,no,1996,A4,2608
Mercedes-Benz,,other,24,4.7,Petrol,yes,2014,S 500,2609
Mercedes-Benz,19200.0,sedan,173,5.0,Petrol,yes,2007,S 500,2610
BMW,16400.0,sedan,187,4.8,Gas,yes,2007,750,2611
BMW,6300.0,sedan,330,2.5,Petrol,yes,1999,525,2612
Mitsubishi,15000.0,crossover,295,2.8,Diesel,yes,2004,Pajero Wagon,2613
Toyota,23000.0,other,211,4.0,Gas,yes,2007,Land Cruiser Prado,2614
Mercedes-Benz,23700.0,sedan,86,1.8,Gas,yes,2013,E-Class,2615
BMW,11900.0,sedan,160,2.5,Petrol,yes,2005,525,2616
Audi,7900.0,sedan,274,1.8,Gas,yes,2003,A6,2617
Mercedes-Benz,4400.0,sedan,308,3.2,Gas,no,2000,S 320,2618
Volkswagen,9900.0,other,181,1.6,Diesel,yes,2012,Caddy,2619
Volkswagen,6900.0,hatch,113,1.4,Petrol,yes,2003,Polo,2620
Mercedes-Benz,,crossover,63,5.5,Petrol,yes,2011,GL 550,2621
Mercedes-Benz,71999.0,crossover,0,2.2,Diesel,yes,2016,GLE-Class,2622
BMW,11800.0,crossover,210,3.0,Diesel,no,2006,X5,2623
Renault,10999.0,van,207,2.0,Diesel,yes,2012,Trafic,2624
Mitsubishi,18900.0,crossover,93,3.8,Gas,yes,2008,Pajero Wagon,2625
Toyota,28900.0,crossover,120,3.5,Petrol,yes,2011,Highlander,2626
Toyota,15500.0,crossover,130,2.0,Petrol,yes,2008,Rav 4,2627
BMW,63000.0,crossover,0,2.0,Diesel,yes,2015,X5,2628
Toyota,11700.0,sedan,145,2.4,Petrol,yes,2007,Camry,2629
BMW,4999.0,sedan,327,3.0,Diesel,no,2001,730,2630
Toyota,13300.0,crossover,140,2.4,Petrol,yes,2007,Rav 4,2631
Mercedes-Benz,8200.0,sedan,260,3.0,Diesel,yes,1997,S 300,2632
Renault,8900.0,van,150,2.0,Diesel,yes,2009,Trafic,2633
Renault,,vagon,117,1.5,Diesel,yes,2007,Grand Scenic,2634
BMW,60500.0,sedan,110,3.0,Diesel,yes,2011,740,2635
BMW,8900.0,sedan,294,2.2,Gas,yes,2000,520,2636
BMW,69500.0,sedan,62,4.4,Petrol,yes,2013,750,2637
Volkswagen,9000.0,hatch,95,1.6,Gas,yes,2005,Golf V,2638
BMW,17800.0,crossover,265,3.0,Diesel,yes,2005,X5,2639
Mercedes-Benz,2100.0,other,350,2.4,Diesel,yes,1988,MB,2640
Toyota,10700.0,sedan,57,1.3,Petrol,yes,2010,Corolla,2641
Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,Caravelle,2642
Audi,73500.0,sedan,53,6.3,Petrol,yes,2013,A8,2643
Mitsubishi,9800.0,crossover,92,2.0,Petrol,yes,2008,Outlander,2644
Volkswagen,35900.0,van,132,2.0,Diesel,yes,2011,Multivan,2645
Toyota,7500.0,hatch,135,1.0,Petrol,yes,2008,Yaris,2646
Renault,2500.0,sedan,105,1.4,Petrol,yes,1990,19,2647
Audi,39999.0,crossover,100,3.0,Diesel,yes,2011,Q7,2648
Volkswagen,22000.0,crossover,123,3.0,Diesel,yes,2009,Touareg,2649
Toyota,9800.0,sedan,65,1.6,Petrol,yes,2009,Auris,2650
BMW,29999.0,other,73,2.0,Petrol,yes,2012,320,2651
Mercedes-Benz,7500.0,sedan,350,2.2,Diesel,yes,2003,Sprinter 208,2652
Toyota,12500.0,sedan,138,3.5,Petrol,yes,2007,Camry,2653
BMW,39500.0,crossover,115,4.4,Petrol,yes,2010,X5,2654
Volkswagen,10600.0,van,240,2.5,Diesel,yes,2009,T5 (Transporter),2655
Mitsubishi,18200.0,crossover,147,3.2,Diesel,yes,2008,Pajero Wagon,2656
Mercedes-Benz,189999.0,other,0,4.7,Petrol,yes,2016,S 500,2657
Audi,4800.0,other,207,2.0,Petrol,yes,2002,A4,2658
BMW,3999.0,sedan,238,1.8,Petrol,yes,1996,318,2659
Toyota,35500.0,crossover,165,4.0,Gas,yes,2011,Land Cruiser Prado,2660
Toyota,13500.0,sedan,158,2.4,Gas,yes,2008,Camry,2661
Mercedes-Benz,17500.0,sedan,130,3.0,Petrol,yes,2007,C-Class,2662
Mercedes-Benz,59999.0,sedan,11,4.7,Petrol,yes,2012,CLS 500,2663
Mercedes-Benz,7999.0,van,255,2.2,Diesel,yes,2004,Vito,2664
Toyota,16000.0,sedan,89,1.8,Other,yes,2011,Avensis,2665
BMW,5850.0,sedan,250,4.5,Gas,yes,2001,745,2666
Renault,7999.0,van,154,1.5,Diesel,yes,2008,Scenic,2667
Renault,8900.0,van,181,1.9,Diesel,yes,2006,Trafic,2668
BMW,43719.0,crossover,0,2.0,Petrol,yes,2016,X3,2669
Volkswagen,8800.0,van,193,2.5,Diesel,yes,2005,T5 (Transporter),2670
Volkswagen,9990.0,van,194,1.6,Diesel,yes,2011,Caddy,2671
Volkswagen,17999.0,sedan,80,1.8,Petrol,yes,2012,Passat B7,2672
Mercedes-Benz,37500.0,other,94,5.5,Petrol,yes,2009,CL 55 AMG,2673
Audi,20500.0,sedan,155,3.0,Petrol,yes,2010,A6,2674
Audi,4999.0,crossover,242,2.5,Diesel,no,2003,A6 Allroad,2675
Mercedes-Benz,4100.0,crossover,1,3.5,Petrol,yes,2007,ML 350,2676
Mercedes-Benz,17499.0,sedan,145,1.8,Petrol,yes,2008,C-Class,2677
Audi,8200.0,other,326,2.5,Diesel,yes,2002,A6,2678
Volkswagen,7000.0,sedan,185,2.8,Gas,yes,2004,Passat B5,2679
Volkswagen,9200.0,vagon,107,1.6,Petrol,yes,2010,Golf Variant,2680
Volkswagen,4000.0,hatch,105,2.0,Other,yes,2013,Golf VII,2681
Renault,17500.0,crossover,20,1.5,Diesel,yes,2016,Duster,2682
BMW,1950.0,sedan,162,1.6,Petrol,no,1995,316,2683
Audi,11000.0,other,120,1.8,Petrol,yes,2000,TT,2684
Audi,7750.0,sedan,259,3.0,Diesel,no,2005,A6,2685
Mercedes-Benz,,sedan,6,3.0,Diesel,yes,2014,S 350,2686
Volkswagen,24300.0,sedan,1,1.6,Diesel,yes,2016,Jetta,2687
Renault,4100.0,van,190,1.9,Diesel,yes,2002,Kangoo,2688
Mercedes-Benz,69900.0,crossover,69,3.0,Diesel,yes,2014,GL 350,2689
Volkswagen,29999.0,other,129,2.0,Diesel,yes,2014,Caravelle,2690
Renault,11999.0,vagon,188,1.5,Other,yes,2012,Megane,2691
Volkswagen,13900.0,vagon,122,1.4,Gas,yes,2013,Touran,2692
BMW,8900.0,vagon,274,2.0,Diesel,no,2007,320,2693
Audi,26000.0,sedan,105,2.0,Petrol,yes,2012,A6,2694
BMW,2700.0,other,287,2.5,Diesel,no,1998,525,2695
Mitsubishi,9700.0,crossover,45,,Other,yes,2001,Pajero Sport,2696
Toyota,12500.0,sedan,140,3.5,Gas,yes,2007,Camry,2697
BMW,4500.0,sedan,28,1.9,Petrol,yes,1995,318,2698
Toyota,88000.0,crossover,3,4.5,Diesel,yes,2016,Land Cruiser 200,2699
Mitsubishi,8700.0,sedan,143,2.0,Gas,yes,2007,Lancer X,2700
Volkswagen,,van,124,1.6,Diesel,yes,2013,Caddy,2701
Volkswagen,17200.0,van,230,3.2,Gas,yes,2008,Multivan,2702
Toyota,30600.0,crossover,39,2.2,Diesel,yes,2014,Rav 4,2703
Mercedes-Benz,15300.0,sedan,240,2.2,Diesel,yes,2006,E-Class,2704
Toyota,73900.0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200,2705
Volkswagen,12500.0,sedan,84,2.0,Petrol,yes,2007,Passat B6,2706
Mercedes-Benz,30500.0,crossover,150,5.5,Petrol,yes,2002,G 500,2707
Audi,,sedan,280,4.2,Petrol,yes,2000,A8,2708
BMW,64900.0,crossover,73,3.0,Diesel,yes,2013,X6 M,2709
Toyota,11200.0,sedan,179,2.4,Petrol,yes,2006,Camry,2710
BMW,9900.0,other,93,2.5,Petrol,yes,2003,Z4,2711
Mercedes-Benz,55000.0,sedan,34,2.2,Diesel,yes,2011,S 250,2712
Volkswagen,3000.0,vagon,250,1.9,Diesel,yes,1992,Passat B3,2713
BMW,33000.0,sedan,147,3.0,Diesel,yes,2009,730,2714
Renault,13000.0,hatch,75,2.0,Petrol,yes,2013,Megane,2715
Mercedes-Benz,33900.0,other,102,5.0,Petrol,yes,2008,CL 55 AMG,2716
Mercedes-Benz,,vagon,100,3.0,Diesel,yes,2014,CLS 350,2717
BMW,17500.0,crossover,210,3.0,Diesel,yes,2005,X5,2718
Audi,33000.0,crossover,60,2.0,Petrol,yes,2011,Q5,2719
Volkswagen,11999.0,sedan,240,1.6,Petrol,yes,2010,Jetta,2720
Toyota,14700.0,sedan,141,3.5,Petrol,yes,2008,Camry,2721
Audi,2600.0,vagon,253,1.8,Gas,no,1997,A4,2722
BMW,10900.0,sedan,375,4.4,Gas,yes,2001,740,2723
Toyota,99999.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,2724
Toyota,3900.0,hatch,160,1.0,Petrol,yes,1999,Yaris,2725
Renault,5700.0,van,275,1.9,Diesel,yes,2002,Trafic,2726
Audi,90999.0,sedan,4,3.0,Diesel,yes,2015,A8,2727
Mercedes-Benz,25500.0,sedan,137,2.2,Diesel,yes,2012,E-Class,2728
BMW,3300.0,sedan,360,2.5,Petrol,yes,1992,525,2729
Toyota,28700.0,crossover,80,3.5,Gas,yes,2012,Highlander,2730
Volkswagen,9300.0,van,200,1.6,Diesel,yes,2011,Caddy,2731
Toyota,9400.0,sedan,148,1.8,Gas,yes,2008,Avensis,2732
Audi,23000.0,crossover,180,3.6,Gas,yes,2007,Q7,2733
BMW,4500.0,sedan,370,4.0,Petrol,yes,1993,540,2734
Mitsubishi,23900.0,crossover,1,1.8,Petrol,yes,2015,ASX,2735
Mercedes-Benz,107999.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,2736
Volkswagen,12900.0,sedan,157,1.8,Gas,yes,2008,Passat B6,2737
Mercedes-Benz,14900.0,van,211,2.2,Other,yes,2012,Vito,2738
Volkswagen,15900.0,other,160,1.8,Petrol,yes,2010,Passat B6,2739
Volkswagen,9300.0,van,154,2.0,Gas,yes,2010,Caddy,2740
Renault,1900.0,vagon,200,2.0,Gas,yes,1987,25,2741
Mercedes-Benz,7000.0,other,260,2.2,Diesel,yes,2000,Vito,2742
Mitsubishi,14700.0,crossover,240,3.2,Diesel,yes,2006,Pajero Wagon,2743
Mercedes-Benz,160000.0,other,8,4.6,Petrol,yes,2015,S 500,2744
Toyota,21800.0,crossover,63,2.0,Petrol,yes,2013,Rav 4,2745
Audi,68000.0,crossover,20,3.0,Petrol,yes,2014,Q5,2746
Mercedes-Benz,7000.0,sedan,370,2.2,Petrol,yes,1995,E-Class,2747
Mercedes-Benz,70000.0,other,21,6.0,Petrol,yes,2008,S 600,2748
Volkswagen,22000.0,sedan,65,2.0,Petrol,yes,2012,Passat B7,2749
Mercedes-Benz,18900.0,other,50,3.5,Petrol,yes,2005,SLK 350,2750
BMW,9700.0,sedan,267,2.0,Diesel,yes,2002,320,2751
Volkswagen,4850.0,vagon,300,1.9,Diesel,yes,1998,Golf III,2752
Mercedes-Benz,8700.0,other,260,2.2,Diesel,yes,2003,Sprinter 213,2753
Toyota,14700.0,sedan,139,3.5,Petrol,yes,2008,Camry,2754
Volkswagen,23999.0,sedan,1,1.6,Diesel,yes,2016,Jetta,2755
Mitsubishi,24500.0,crossover,11,2.5,Diesel,yes,2012,Pajero Sport,2756
Mercedes-Benz,23500.0,van,161,2.2,Diesel,yes,2011,Vito,2757
Volkswagen,10000.0,van,160,1.6,Diesel,yes,2012,Caddy,2758
Volkswagen,9700.0,van,255,2.5,Diesel,yes,2002,T4 (Transporter),2759
Renault,7000.0,vagon,280,1.5,Diesel,yes,2005,Megane,2760
Renault,1550.0,other,245,2.0,Petrol,no,1998,Megane,2761
Audi,15000.0,sedan,38,,Diesel,no,2015,A5,2762
Mercedes-Benz,47600.0,van,0,2.2,Diesel,yes,2016,Vito,2763
